snapshot_id,snapshot_type,source,model,metadata_field,observed_value,description,source_level,discovery_value,reasoning
121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing_figure_001.png,figure,refugee,gpt-5.5,currency,USD,The currency used for monetary values in the figure.,snapshot,high,Currency supports filtering and analytical reuse of financial indicators.
121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing_figure_001.png,figure,refugee,gpt-5.5,time_period,2010-2011 to 2013-2014,The temporal coverage represented by the figure.,snapshot,high,Time coverage enables temporal search and comparison across figures.
121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing_figure_001.png,figure,refugee,gpt-5.5,time_period_labels,2010-2011; 2011-2012; 2012-2013; 2013-2014,The discrete time categories shown along the figure's time axis.,snapshot,high,Discrete period labels expose the specific years available for analysis.
121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing_figure_001.png,figure,refugee,gpt-5.5,temporal_granularity,Annual periods spanning two calendar years,The frequency or structure of the time intervals used in the figure.,snapshot,medium,"Granularity helps users distinguish annual, quarterly, monthly, or other time-series data."
121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing_figure_001.png,figure,refugee,gpt-5.5,visualization_type,Line chart,The chart form used to encode the data.,snapshot,medium,Visualization type helps users find figures suitable for trend analysis.
121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing_figure_001.png,figure,refugee,gpt-5.5,data_values,431; 489; 566; 573,The numeric values explicitly displayed in the figure.,snapshot,high,Capturing displayed values improves analytical reuse when underlying data are not otherwise available.
121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing_figure_001.png,figure,refugee,gpt-5.5,trend_direction,Increasing from 431 to 573 million USD,The overall directional pattern shown by the data series.,snapshot,medium,"Trend direction supports discovery of figures showing increases, declines, or stability over time."
121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing_figure_001.png,figure,refugee,gpt-5.5,geographic_scope,Lebanon,The country or geographic area to which the figure applies.,document,high,Geographic context is necessary because the figure itself does not name the country.
121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing_figure_001.png,figure,refugee,gpt-5.5,sector,Education,The sectoral domain relevant to the figure.,document,high,Sector context makes the generic expenditure figure discoverable as education-related.
121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing_figure_001.png,figure,refugee,gpt-5.5,project_context,Emergency Education System Stabilization Project,The project or program context associated with the figure.,document,medium,Project context helps distinguish this expenditure figure from similar expenditure figures in other documents.
121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing_figure_001.png,figure,refugee,gpt-5.5,source_citation,Not identifiable from this snapshot,The cited data source or provenance statement for the figure's data.,snapshot,medium,Source citation is important for provenance even when it is absent from the visible figure.
056_Niger-COVID-19-Emergency-Response-Project_figure_000.png,figure,refugee,gpt-5.5,figure_title,"Countries, territories or areas with reported confirmed cases of COVID-19, 24 March 2020",The caption or title identifying the subject of the figure.,snapshot,high,A figure title is a primary discovery field for understanding and retrieving the snapshot.
056_Niger-COVID-19-Emergency-Response-Project_figure_000.png,figure,refugee,gpt-5.5,visualization_type,Proportional symbol world map,The analytical display type used to present the data.,snapshot,high,Visualization type supports filtering and helps users understand how the data are encoded.
056_Niger-COVID-19-Emergency-Response-Project_figure_000.png,figure,refugee,gpt-5.5,indicator_name,Number of confirmed COVID-19 cases,The main quantitative measure represented in the figure.,snapshot,high,The indicator is central to searching for and reusing data contained in the figure.
056_Niger-COVID-19-Emergency-Response-Project_figure_000.png,figure,refugee,gpt-5.5,disease_or_event,COVID-19,"The disease, outbreak, emergency, or event to which the data relate.",both,high,This field enables discovery of figures related to specific public health events.
056_Niger-COVID-19-Emergency-Response-Project_figure_000.png,figure,refugee,gpt-5.5,geographic_scope,Global / world map,The geographic extent covered by the figure.,snapshot,high,Geographic scope is essential for filtering figures by spatial coverage.
056_Niger-COVID-19-Emergency-Response-Project_figure_000.png,figure,refugee,gpt-5.5,spatial_unit,"Countries, territories, or areas",The geographic unit at which the data are reported or classified.,snapshot,high,Spatial unit clarifies the level of geographic aggregation used in the figure.
056_Niger-COVID-19-Emergency-Response-Project_figure_000.png,figure,refugee,gpt-5.5,time_period,"24 March 2020, 10:00 (CET)",The date or time reference for the data shown in the figure.,snapshot,high,Time period is crucial for interpreting and comparing epidemiological data snapshots.
056_Niger-COVID-19-Emergency-Response-Project_figure_000.png,figure,refugee,gpt-5.5,unit_of_measure,Confirmed cases,The measurement unit or count represented by the mapped values.,snapshot,high,Unit of measure supports analytical reuse and prevents misinterpretation of values.
056_Niger-COVID-19-Emergency-Response-Project_figure_000.png,figure,refugee,gpt-5.5,legend_categories,1–10; 11–100; 101–1000; 1001–5000; 5001–10000; 10001–30000; >30000 confirmed cases,The categorical value ranges used in the figure legend.,snapshot,high,Legend categories expose data bins that are often unavailable from document-level metadata.
056_Niger-COVID-19-Emergency-Response-Project_figure_000.png,figure,refugee,gpt-5.5,data_classification_method,Binned case-count ranges represented by graduated red circles,The method used to group or symbolize quantitative values.,snapshot,medium,Classification method helps users compare figures and interpret mapped quantities correctly.
056_Niger-COVID-19-Emergency-Response-Project_figure_000.png,figure,refugee,gpt-5.5,data_source,World Health Organization,The organization or dataset cited as the source of the data.,snapshot,high,Data source is important for provenance tracking and assessment of reliability.
056_Niger-COVID-19-Emergency-Response-Project_figure_000.png,figure,refugee,gpt-5.5,map_producer,WHO Health Emergencies Programme,The organization or program responsible for producing the map.,snapshot,medium,Producer information supports provenance and attribution for the visualized data product.
056_Niger-COVID-19-Emergency-Response-Project_figure_000.png,figure,refugee,gpt-5.5,source_citation,https://www.who.int/emergencies/diseases/novel-coronavirus-2019/situation-reports/,A cited URL or reference where the underlying source information can be accessed.,snapshot,high,Source citations enable users to trace the figure back to its original data or report series.
056_Niger-COVID-19-Emergency-Response-Project_figure_000.png,figure,refugee,gpt-5.5,methodological_note,"'Confirmed' cases reported between 13 and 19 February 2020 include both laboratory-confirmed and clinically diagnosed cases for Hubei province; for all other dates, only laboratory-confirmed cases are shown.","A note explaining definitions, caveats, or methodological qualifications affecting interpretation.",snapshot,high,Methodological notes capture important caveats that affect comparability and reuse.
056_Niger-COVID-19-Emergency-Response-Project_figure_000.png,figure,refugee,gpt-5.5,special_case_note,712 cases are identified on a cruise ship currently in Japanese territorial waters.,A note identifying exceptional observations or special reporting cases in the data.,snapshot,medium,Special case notes preserve context for anomalous or nonstandard data points.
121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing_figure_003.png,figure,refugee,gpt-5.5,figure_title,Figure 1: Breakdown of increase in marginal cost per student in the first shift (US$),The title or caption text identifying the figure.,snapshot,high,"The title concisely states the subject, scope, and unit of the figure."
121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing_figure_003.png,figure,refugee,gpt-5.5,indicator_name,Increase in marginal cost per student,The main quantitative measure represented in the figure.,snapshot,high,Identifying the measured indicator supports search and analytical reuse across education finance figures.
121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing_figure_003.png,figure,refugee,gpt-5.5,unit_of_measure,US$,The unit in which the figure's quantitative values are expressed.,snapshot,high,Units are essential for interpreting and comparing numeric values.
121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing_figure_003.png,figure,refugee,gpt-5.5,measurement_basis,Per student,The denominator or basis used to normalize the reported measure.,snapshot,high,Normalization basis is critical for comparing costs across settings or populations.
121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing_figure_003.png,figure,refugee,gpt-5.5,population_group,Students in the first shift,"The population, beneficiary group, or service group to which the measure applies.",snapshot,high,This field distinguishes the figure from measures for other school shifts or student groups.
121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing_figure_003.png,figure,refugee,gpt-5.5,category_dimension,Cost component,The conceptual dimension used to break down the main measure into categories.,snapshot,high,The dimension explains how the quantitative indicator is disaggregated.
121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing_figure_003.png,figure,refugee,gpt-5.5,category_labels,Hourly wages of contractuals; Contribution to school funds; Costs most likely attributed to the Syrian Crisis,The labels of the categories or components represented in the figure.,snapshot,high,Category labels expose detailed information that may not be captured in document-level metadata.
121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing_figure_003.png,figure,refugee,gpt-5.5,category_values,Hourly wages of contractuals: 45; Contribution to school funds: 43; Costs most likely attributed to the Syrian Crisis: 203,The numeric values associated with each displayed category.,snapshot,high,Linked category-value pairs enable retrieval and reuse of the data contained in the figure.
121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing_figure_003.png,figure,refugee,gpt-5.5,visualization_type,Stacked bar chart,The chart form used to represent the data.,snapshot,medium,Visualization type helps users understand how the values are structured and aggregated.
121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing_figure_003.png,figure,refugee,gpt-5.5,contextual_event,Syrian Crisis,"A crisis, event, or contextual factor explicitly associated with the displayed data.",snapshot,high,The event context is central to interpreting the largest cost component and supports crisis-related discovery.
121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing_figure_003.png,figure,refugee,gpt-5.5,sector,Education,The sector or thematic domain relevant to the snapshot.,both,medium,"Sector information helps facet the figure, although it is already available in document metadata."
121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing_figure_003.png,figure,refugee,gpt-5.5,geographic_scope,Lebanon,The country or geographic area to which the snapshot is relevant.,document,medium,Geographic scope is necessary for discovery even though it is supplied by document-level metadata.
121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing_figure_003.png,figure,refugee,gpt-5.5,source_organization,World Bank,The organization responsible for producing or publishing the source document.,document,low,Provenance supports filtering and trust assessment but is not unique to the figure.
121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing_figure_003.png,figure,refugee,gpt-5.5,project_identifier,P152898,The project identifier associated with the source document and snapshot context.,document,medium,Project identifiers allow figures to be linked to specific development operations.
161_28046_figure_001.png,figure,refugee,gpt-5.5,geographic_scope,Guinea,Country or geographic area covered by the data in the snapshot.,both,high,Geographic scope is essential for retrieving country-specific economic and financial data.
161_28046_figure_001.png,figure,refugee,gpt-5.5,subject_domain,Prices and government finance; trade; balance of payments; external debt and resource flows,Broad topical domains represented by the snapshot content.,snapshot,high,"Subject domains enable discovery of macroeconomic, fiscal, trade, and debt information not reflected by the health-sector document title."
161_28046_figure_001.png,figure,refugee,gpt-5.5,section_headings,PRICES and GOVERNMENT FINANCE; TRADE; BALANCE of PAYMENTS; EXTERNAL DEBT and RESOURCE FLOWS,Major internal sections or thematic blocks within a table or compound data snapshot.,snapshot,high,Section headings help users locate specific groups of indicators within a dense multi-topic table.
161_28046_figure_001.png,figure,refugee,gpt-5.5,indicator_name,Consumer prices; implicit GDP deflator; current revenue; current budget balance; overall surplus/deficit; total exports; total imports; export price index; import price index; terms of trade; exports of goods and services; imports of goods and services; resource balance; current account balance; total debt outstanding and disbursed; total debt service; commitments; disbursements; principal repayments,Named statistical indicators or measures reported in the snapshot.,snapshot,high,Indicator names are the primary access points for searching and reusing the data values in the table and charts.
161_28046_figure_001.png,figure,refugee,gpt-5.5,time_period,"Table years: 1982, 1992, 2001, 2002; chart years: 1996–2002",Years or date range covered by the reported data.,snapshot,high,"Time coverage supports filtering, comparison, and longitudinal analysis of the indicators."
161_28046_figure_001.png,figure,refugee,gpt-5.5,unit_of_measure,"% change; % of GDP; US$ millions; 1995=100; DEC, local/US$; %",Measurement units used for reported indicators and chart axes.,snapshot,high,Units are necessary to interpret and compare numerical values correctly.
161_28046_figure_001.png,figure,refugee,gpt-5.5,currency_unit,US$ millions; local/US$ conversion rate,Currency denomination or exchange-rate unit used in monetary indicators.,snapshot,high,"Currency metadata improves analytical reuse of trade, balance of payments, debt, and resource flow values."
161_28046_figure_001.png,figure,refugee,gpt-5.5,index_base_period,1995=100,Base period used for index-based indicators.,snapshot,medium,Index base periods are required to interpret price indexes and terms-of-trade measures.
161_28046_figure_001.png,figure,refugee,gpt-5.5,row_dimension,Economic indicator or financial category,Primary dimension represented by table rows.,snapshot,high,Row dimension clarifies that rows enumerate indicators and subcategories rather than observations of another entity type.
161_28046_figure_001.png,figure,refugee,gpt-5.5,column_dimension,Year,Primary dimension represented by table columns.,snapshot,high,Column dimension supports conversion of the table into reusable time-series data.
161_28046_figure_001.png,figure,refugee,gpt-5.5,chart_title,Inflation (%); Export and import levels (US$ mill.); Current account balance to GDP (%); Composition of 2001 debt (US$ mill.),Titles of embedded charts associated with the table.,snapshot,high,Chart titles expose additional summary visualizations embedded in the snapshot for search and browsing.
161_28046_figure_001.png,figure,refugee,gpt-5.5,visualization_type,Line chart; grouped bar chart; vertical bar chart; pie chart,Type of data visualization used for embedded graphical summaries.,snapshot,medium,"Visualization type helps users identify snapshots suitable for visual trend, comparison, or composition analysis."
161_28046_figure_001.png,figure,refugee,gpt-5.5,data_series,GDP deflator; CPI; Exports; Imports; Current account balance to GDP; debt composition categories A–G,Named plotted series or comparable data groups shown in embedded charts.,snapshot,high,Series labels make charted indicators discoverable even when they are not fully captured in surrounding text.
161_28046_figure_001.png,figure,refugee,gpt-5.5,category_labels,Other metals; Aluminum; Manufactures; Food; Fuel and energy; Capital goods; IBRD; IDA; IMF; Other multilateral; Bilateral; Private; Short-term; official grants; official creditors; private creditors; foreign direct investment; portfolio equity,Categorical labels used to break down indicators into components or subgroups.,snapshot,high,"Category labels support discovery of disaggregated trade, debt, and resource-flow components."
161_28046_figure_001.png,figure,refugee,gpt-5.5,source_organization,World Bank; IBRD/IDA,Organization associated with producing or publishing the source document containing the snapshot.,document,medium,Source organization supports provenance tracking for data extracted from the snapshot.
121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing_figure_004.png,figure,refugee,gpt-5.5,figure_title,Map; LEBANON,Title or caption text identifying the figure or map.,snapshot,high,The title provides the primary human-readable label for discovering the snapshot.
121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing_figure_004.png,figure,refugee,gpt-5.5,visualization_type,Map,The semantic type of visualization used to present information.,snapshot,high,Knowing that the snapshot is a map supports filtering and specialized geospatial discovery.
121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing_figure_004.png,figure,refugee,gpt-5.5,geographic_scope,Lebanon,Main geographic area represented by the snapshot.,both,high,The country is explicit in the map and document metadata and is central to retrieval.
121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing_figure_004.png,figure,refugee,gpt-5.5,geographic_context,Mediterranean Sea; Syrian Arab Republic; Israel; regional inset showing Lebanon’s location in the Middle East/North Africa area,Surrounding or contextual geographies shown in relation to the main area.,snapshot,medium,Contextual geographies help users understand regional setting and cross-border relevance.
121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing_figure_004.png,figure,refugee,gpt-5.5,administrative_level,Governorate (Mohafazat) boundaries and capitals,Administrative hierarchy or level represented in the map.,snapshot,high,Administrative level is important for comparing maps and locating subnational information.
121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing_figure_004.png,figure,refugee,gpt-5.5,mapped_feature_types,Selected cities and towns; governorate capitals; national capital; rivers; main roads; railroads; governorate boundaries; international boundaries,Types of geographic or infrastructure features represented in the map legend.,snapshot,high,"Feature types enable discovery of maps containing transport, hydrological, settlement, or boundary information."
121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing_figure_004.png,figure,refugee,gpt-5.5,place_labels,"Beirut; Tripoli; Saida; Tyre; Zahleh; Baalbeck; Nabatiyeh; Aakkar; Baabda; and other labeled cities, towns, and regions",Named places visibly labeled within the snapshot.,snapshot,high,Place labels make otherwise image-only geographic content searchable.
121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing_figure_004.png,figure,refugee,gpt-5.5,coordinate_extent,"Approximately 33°00′N–34°30′N and 35°30′E–36°30′E, based on visible graticule labels",Latitude and longitude range or graticule coverage shown in the map.,snapshot,medium,Coordinate extent supports geospatial indexing and map-based retrieval.
121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing_figure_004.png,figure,refugee,gpt-5.5,scale_bar_units,Kilometers and miles,Units used in the map scale bar.,snapshot,medium,Scale units support interpretation and reuse of cartographic distance information.
121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing_figure_004.png,figure,refugee,gpt-5.5,map_scale_range,Scale bar shown from 0 to 30 kilometers and 0 to 20 miles,Distance range represented by the map scale bar.,snapshot,medium,The scale range helps users assess map granularity and analytical suitability.
121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing_figure_004.png,figure,refugee,gpt-5.5,map_identifier,IBRD 33453R,Cartographic or institutional identifier assigned to the map.,snapshot,medium,A map identifier supports provenance tracking and linking to institutional map products.
121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing_figure_004.png,figure,refugee,gpt-5.5,map_producer,Map Design Unit of The World Bank,Organization or unit credited with producing the map.,snapshot,medium,"Producer information is useful for provenance, authority assessment, and reuse."
121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing_figure_004.png,figure,refugee,gpt-5.5,map_date,May 2011,Date associated with the map or cartographic product.,snapshot,high,"Map date is important because boundaries, roads, and place names can change over time."
121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing_figure_004.png,figure,refugee,gpt-5.5,source_disclaimer,"The map was produced by the Map Design Unit of The World Bank; boundaries, colors, denominations, and other information do not imply judgment on legal status or endorsement of boundaries.",Disclaimer or note qualifying interpretation of map boundaries and designations.,snapshot,medium,Boundary disclaimers are important provenance and interpretation metadata for political maps.
121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing_figure_004.png,figure,refugee,gpt-5.5,document_context,Lebanon - Emergency Education System Stabilization Project; Project Appraisal Document; Education sector,Document-level project or sector context associated with the snapshot.,document,medium,"The map itself is general, so document context connects it to the education project use case."
194_multi-page_figure_002.png,figure,refugee,gpt-5.5,map_title,WEST BANK and GAZA,Title or heading identifying the subject of the map.,snapshot,high,The map title is the primary searchable label for understanding the snapshot independently of the document.
194_multi-page_figure_002.png,figure,refugee,gpt-5.5,geographic_scope,West Bank and Gaza,Primary geographic area represented in the snapshot.,both,high,Geographic scope is essential for spatial search and aligns the map with the document country metadata.
194_multi-page_figure_002.png,figure,refugee,gpt-5.5,neighboring_geographies,Israel; Jordan; Mediterranean Sea; Dead Sea,"Adjacent countries, territories, or major physical geographies shown for spatial context.",snapshot,medium,Neighboring geographies improve spatial discovery and interpretation of the mapped area.
194_multi-page_figure_002.png,figure,refugee,gpt-5.5,map_type,"Reference map with transportation, settlement, refugee camp, and boundary features",Functional type of map based on the information layers it presents.,snapshot,high,Map type supports filtering and reuse by distinguishing general reference maps from thematic or analytical maps.
194_multi-page_figure_002.png,figure,refugee,gpt-5.5,thematic_layers,"Airports/airfields; major highways; two or more lanes, hard surfaced roads; railroads; built-up areas; UNRWA refugee camps; Israeli settlements; armistice demarcation lines; no-man's land areas; Jerusalem city limit; international boundaries",The main informational layers or feature classes represented on the map.,snapshot,high,Thematic layers expose detailed map content that is not fully captured by document-level metadata.
194_multi-page_figure_002.png,figure,refugee,gpt-5.5,legend_categories,"Airports/airfields; major highways; two or more lanes, hard surfaced roads; railroads; built-up areas; UNRWA refugee camps; Israeli settlements; armistice demarcation lines, 1949; no-man's land areas, armistice demarcation line, 1949; Jerusalem city limit, unilaterally expanded by Israel June 1967, then annexed July 30 1980; international boundaries",Legend entries explaining symbols and line types used in the map.,snapshot,high,"Legend categories enable discovery of specific mapped features such as refugee camps, settlements, and transport infrastructure."
194_multi-page_figure_002.png,figure,refugee,gpt-5.5,settlement_features,Built-up areas; UNRWA refugee camps; Israeli settlements,Types of human settlement or habitation features depicted in the snapshot.,snapshot,high,"Settlement feature metadata supports retrieval for topics such as refugees, urban areas, and Israeli settlements."
194_multi-page_figure_002.png,figure,refugee,gpt-5.5,transportation_features,"Airports/airfields; major highways; two or more lanes, hard surfaced roads; railroads",Transportation infrastructure classes represented in the map.,snapshot,high,Transportation features are analytically useful for infrastructure and accessibility-related discovery.
194_multi-page_figure_002.png,figure,refugee,gpt-5.5,boundary_features,"Armistice demarcation lines, 1949; no-man's land areas, Armistice Demarcation Line, 1949; Jerusalem city limit, unilaterally expanded by Israel June 1967, then annexed July 30 1980; international boundaries","Political, administrative, or conflict-related boundary features shown in the map.",snapshot,high,Boundary features provide critical geopolitical context for searching and interpreting maps of contested territories.
194_multi-page_figure_002.png,figure,refugee,gpt-5.5,time_period,1949; June 1967; July 30 1980,Dates or periods referenced by the map content or legend.,snapshot,medium,Temporal references help users discover maps containing historically specific boundary information.
194_multi-page_figure_002.png,figure,refugee,gpt-5.5,named_places,Jenin; Nablus; Tulkarm; Qalqiliyah; Ramallah; Al Birah; Jerusalem; Bethlehem; Hebron; Jericho; Gaza City; Deir El Balah; Khan Yunus; Rafah,"Named cities, towns, or localities labeled in the map.",snapshot,high,Named places support fine-grained geographic search beyond the document-level country field.
194_multi-page_figure_002.png,figure,refugee,gpt-5.5,inset_map_coverage,Overview inset of West Bank and Gaza region; detailed inset of Gaza Strip,Geographic areas covered by inset maps included within the snapshot.,snapshot,medium,Inset map coverage improves discovery of secondary mapped areas that may otherwise be overlooked.
194_multi-page_figure_002.png,figure,refugee,gpt-5.5,map_scale,Kilometers and miles scale bars shown; main map scale approximately 0–15 kilometers and 0–10 miles,Scale information provided for distance interpretation on the map.,snapshot,medium,Scale metadata supports cartographic reuse and comparison across maps.
194_multi-page_figure_002.png,figure,refugee,gpt-5.5,unit_of_measure,Kilometers; miles,Measurement units used for distance scales in the snapshot.,snapshot,medium,Distance units are useful for analytical reuse of cartographic snapshots.
194_multi-page_figure_002.png,figure,refugee,gpt-5.5,rights_or_boundary_disclaimer,"The boundaries, colors, denominations and any other information shown on this map do not imply, on the part of The World Bank Group, any judgment on the legal status of any territory, or any endorsement or acceptance of such boundaries.",Disclaimer or note qualifying interpretation of map boundaries and territorial information.,snapshot,medium,Boundary disclaimers are important provenance and interpretation metadata for geopolitical maps.
191_multi-page_figure_003.png,figure,refugee,gpt-5.5,figure_title,BURUNDI,Title or primary heading displayed for the figure.,snapshot,high,The title identifies the map’s main geographic subject for search and cataloging.
191_multi-page_figure_003.png,figure,refugee,gpt-5.5,visualization_type,Country reference map with locator inset,The semantic type of visualization used to present the information.,snapshot,high,Knowing that the figure is a reference map supports map-specific discovery and filtering.
191_multi-page_figure_003.png,figure,refugee,gpt-5.5,geographic_scope,Burundi,"Primary country, region, or area represented in the snapshot.",both,high,The map’s geographic scope is central to retrieval and is also consistent with the document country metadata.
191_multi-page_figure_003.png,figure,refugee,gpt-5.5,geographic_context,Rwanda; Tanzania; Democratic Republic of Congo; Lake Tanganyika; Lake Kivu; Lake Rweru,Adjacent countries or major surrounding geographic features shown for context.,snapshot,high,Neighboring places and regional features enrich geographic search beyond the document-level country field.
191_multi-page_figure_003.png,figure,refugee,gpt-5.5,coordinate_extent,Approximately 28°E–31°E longitude and 3°S–4°S latitude,Latitude and longitude range visible on the map graticule.,snapshot,high,Coordinate extent enables geospatial indexing and spatial filtering.
191_multi-page_figure_003.png,figure,refugee,gpt-5.5,map_scale,0–50 kilometers; 0–50 miles,Distance scale displayed on the map.,snapshot,medium,Scale supports assessment of geographic detail and analytical reuse.
191_multi-page_figure_003.png,figure,refugee,gpt-5.5,unit_of_measure,Kilometers; miles,Measurement units used in the map scale or quantitative annotations.,snapshot,medium,Units are necessary for interpreting and comparing map scale information.
191_multi-page_figure_003.png,figure,refugee,gpt-5.5,legend_categories,Roads; selected towns and cities; national capital; international boundaries; rivers,Feature classes explained in the map legend.,snapshot,high,Legend categories reveal the thematic content and searchable feature types of the map.
191_multi-page_figure_003.png,figure,refugee,gpt-5.5,place_labels,Bujumbura; Gitega; Ngozi; Muyinga; Bubanza; Muramvya; Ruyigi; Bururi; Nyanza Lac,Named populated places or locations labeled in the snapshot.,snapshot,high,Place labels support fine-grained geographic discovery within the mapped area.
191_multi-page_figure_003.png,figure,refugee,gpt-5.5,capital_city,Bujumbura,National capital identified in the map legend or labels.,snapshot,medium,The capital city is a reusable geographic access point for maps.
191_multi-page_figure_003.png,figure,refugee,gpt-5.5,hydrographic_features,Lake Tanganyika; Lake Kivu; Lake Rweru; Ruvubu; Ruvyironza; Rumpungwe; Malagarasi; Ruvuvu; Ruwiti,"Rivers, lakes, or other water bodies labeled in the snapshot.",snapshot,high,Hydrographic feature names enable discovery of maps containing water resources or named water bodies.
191_multi-page_figure_003.png,figure,refugee,gpt-5.5,transportation_features,"Roads; route connections labeled to Bukavu, Uvira, Butare, Nyakanazi, Kibondo, and Kigoma",Transportation networks or routes depicted in the snapshot.,snapshot,medium,"Transportation features are useful for finding maps relevant to access, infrastructure, and connectivity."
191_multi-page_figure_003.png,figure,refugee,gpt-5.5,inset_map_scope,Locator inset showing Burundi within Africa,Geographic scope and purpose of any inset map included in the snapshot.,snapshot,medium,Inset maps provide additional spatial context that may not appear in document metadata.
191_multi-page_figure_003.png,figure,refugee,gpt-5.5,cartographic_producer,Map Design Unit of The World Bank; World Bank,Organization or unit responsible for producing the map.,both,medium,Producer information supports provenance tracking and filtering by source organization.
191_multi-page_figure_003.png,figure,refugee,gpt-5.5,map_date,February 1999,Date printed on or associated with the map.,snapshot,medium,Map date helps users assess temporal relevance and distinguish map versions.
191_multi-page_figure_003.png,figure,refugee,gpt-5.5,boundary_disclaimer,"The boundaries, colors, denominations, and any other information shown on this map do not imply judgment on legal status or endorsement or acceptance of such boundaries by the World Bank Group.","Disclaimer concerning boundaries, territorial status, or cartographic representation.",snapshot,medium,Boundary disclaimers are important provenance and interpretation metadata for political maps.
121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing_figure_000.png,figure,refugee,gpt-5.5,figure_title,Syrian Students in Lebanese Public Schools,The title or caption text identifying the subject of the figure.,snapshot,high,The figure title concisely captures the snapshot-specific topic for search and cataloging.
121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing_figure_000.png,figure,refugee,gpt-5.5,visualization_type,Combination bar and line chart with dual y-axes,The analytical chart form used to represent the data.,snapshot,medium,Visualization type helps users understand how measures are encoded and supports filtering by chart structure.
121_PAD1190-PAD-P152848-PUBLIC-Box391435B-LB-EESSP-Final-PAD-for-printing_figure_000.png,figure,refugee,gpt-5.5,indicator_name,Number of Syrian Students in First Shift Public Schools; Number of Syrian Students in Second Shift Public Schools; Percentage of Syrian Students out of Total,The measured indicators or variables represented in the figure.,snapshot,high,Indicator names expose the substantive data contained in the figure beyond the document-level metadata.
